datetime,compound,polarity,subjectivity
13/01/2022 11:00,0.186922942,0.1018317,0.331266111
13/01/2022 12:00,0.172200418,0.076007852,0.347876823
13/01/2022 13:00,0.199342472,0.085216524,0.323306208
13/01/2022 14:00,0.22602009,0.106121277,0.370026963
13/01/2022 15:00,0.178151327,0.095996691,0.355091963
13/01/2022 16:00,0.1946541,0.090499743,0.351475995
13/01/2022 17:00,0.164948563,0.09224931,0.368266601
13/01/2022 18:00,0.20086288,0.086997738,0.346694576
13/01/2022 19:00,0.181998982,0.075382294,0.349427247
13/01/2022 20:00,0.183943853,0.087723274,0.35680571
13/01/2022 21:00,0.187671325,0.089868212,0.332311738
13/01/2022 22:00,0.168490809,0.057666156,0.344235971
13/01/2022 23:00,0.144807134,0.083933316,0.342233309
14/01/2022 00:00,0.134125345,0.064257315,0.316428594
14/01/2022 01:00,0.134868646,0.086251442,0.32656488
14/01/2022 02:00,0.177004382,0.081736173,0.342400703
14/01/2022 03:00,0.203128238,0.083886072,0.340389804
14/01/2022 04:00,0.17040985,0.095521052,0.358279652
14/01/2022 05:00,0.152195455,0.093974856,0.36771079
14/01/2022 06:00,0.167697351,0.074244769,0.359852853
14/01/2022 07:00,0.168289686,0.096392505,0.331467145
14/01/2022 08:00,0.176659926,0.096657845,0.357465692
14/01/2022 09:00,0.176554307,0.104040841,0.331932273
14/01/2022 10:00,0.133760839,0.08410108,0.366040502
14/01/2022 11:00,0.136426087,0.080556037,0.343441826
14/01/2022 12:00,0.159382577,0.08173599,0.327795666
14/01/2022 13:00,0.182449571,0.078211671,0.343876517
14/01/2022 14:00,0.169511392,0.076332855,0.33496123
14/01/2022 15:00,0.191154657,0.107806958,0.35826536
14/01/2022 16:00,0.19161479,0.102714807,0.356924251
14/01/2022 17:00,0.155306748,0.068406046,0.348004346
14/01/2022 18:00,0.183883236,0.091579381,0.364857478
14/01/2022 19:00,0.195731635,0.096531657,0.345703855
14/01/2022 20:00,0.193579605,0.08175882,0.334482212
14/01/2022 21:00,0.201683668,0.105391864,0.357584955
14/01/2022 22:00,0.196147638,0.084351331,0.332382765
14/01/2022 23:00,0.172508864,0.069109001,0.312951811
15/01/2022 00:00,0.185521329,0.08729363,0.343755418
15/01/2022 01:00,0.166773875,0.089461666,0.343162354
15/01/2022 02:00,0.175066348,0.089611384,0.360816392
15/01/2022 03:00,0.168344496,0.074955683,0.325531226
15/01/2022 04:00,0.137614039,0.071253338,0.354195804
15/01/2022 05:00,0.138843275,0.080403022,0.337807759
15/01/2022 06:00,0.172391803,0.100935735,0.328729927
15/01/2022 07:00,0.163213587,0.084908731,0.327786852
15/01/2022 08:00,0.195470071,0.107346529,0.361889291
15/01/2022 09:00,0.183201176,0.117214678,0.344327454
15/01/2022 10:00,0.173310269,0.084076338,0.315509306
15/01/2022 11:00,0.147540748,0.097270385,0.347104218
15/01/2022 12:00,0.201550501,0.10680146,0.354875281
15/01/2022 13:00,0.188781541,0.098179167,0.35155593
15/01/2022 14:00,0.190403163,0.093712566,0.361076774
15/01/2022 15:00,0.181650367,0.096601691,0.351596207
15/01/2022 16:00,0.199436293,0.085916757,0.355333196
15/01/2022 17:00,0.196055118,0.079612297,0.364915125
15/01/2022 18:00,0.167293239,0.077388378,0.370875679
15/01/2022 19:00,0.203942801,0.086858546,0.360810063
15/01/2022 20:00,0.175497711,0.089290595,0.357582972
15/01/2022 21:00,0.1729,0.076849707,0.342925752
15/01/2022 22:00,0.192575336,0.079502237,0.335833853
15/01/2022 23:00,0.173165891,0.094096329,0.360155265
16/01/2022 00:00,0.176241518,0.07951433,0.342393175
16/01/2022 01:00,0.168465217,0.075067852,0.357534552
16/01/2022 02:00,0.171745009,0.084731153,0.376137171
16/01/2022 03:00,0.16264477,0.067832675,0.357410071
16/01/2022 04:00,0.148454569,0.07037809,0.345666427
16/01/2022 05:00,0.179990176,0.099507748,0.363287551
16/01/2022 06:00,0.159410761,0.089199735,0.35415601
16/01/2022 07:00,0.190234132,0.115495919,0.360553448
16/01/2022 08:00,0.172443371,0.096386152,0.359242361
16/01/2022 09:00,0.15132665,0.097341004,0.367123928
16/01/2022 10:00,0.177938992,0.089916512,0.34537051
16/01/2022 11:00,0.180887736,0.085449528,0.337056996
16/01/2022 12:00,0.222430769,0.116503826,0.341861939
16/01/2022 13:00,0.189441021,0.075602918,0.344579693
16/01/2022 14:00,0.169703293,0.087692502,0.357450802
16/01/2022 15:00,0.188455687,0.078438816,0.345590217
16/01/2022 16:00,0.173697342,0.085114356,0.351509992
16/01/2022 17:00,0.173482324,0.075638626,0.351836401
16/01/2022 18:00,0.20306458,0.089524258,0.355314927
16/01/2022 19:00,0.193064987,0.08816229,0.374201187
16/01/2022 20:00,0.176695322,0.102839932,0.344445096
16/01/2022 21:00,0.188187441,0.072126208,0.336443431
16/01/2022 22:00,0.179591523,0.098047984,0.364880332
16/01/2022 23:00,0.1843256,0.09911178,0.358728796
17/01/2022 00:00,0.157118327,0.075239657,0.361781888
17/01/2022 01:00,0.170785504,0.075816519,0.368168267
17/01/2022 02:00,0.227400205,0.090994692,0.370002889
17/01/2022 03:00,0.193645368,0.101364394,0.333249439
17/01/2022 04:00,0.206916854,0.106502326,0.358609006
17/01/2022 05:00,0.149322983,0.086442239,0.357426233
17/01/2022 06:00,0.166288528,0.085548551,0.34672934
17/01/2022 07:00,0.193844961,0.078116324,0.339762406
17/01/2022 08:00,0.19058204,0.098162166,0.345589932
17/01/2022 09:00,0.17704877,0.088258491,0.337282624
17/01/2022 10:00,0.173626582,0.087820171,0.355544007
17/01/2022 11:00,0.175940038,0.097634056,0.358859328
17/01/2022 12:00,0.190987386,0.078168883,0.321455673
